STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
34385099999,ASCE UZJAK,10/01/1959,15/07/1990,null,KZ,49.767,47.75,18
38196099999,ASHCHYSAI,21/03/1974,07/04/2020,null,KZ,43.55,68.9,822
37609099999,ASHOTSK,14/10/2014,07/04/2020,null,AM,41.0294444,43.8763889,2015
37785099999,ASHTARAK,14/10/2014,07/04/2020,null,AM,40.2833333,44.3502778,1090
28522099999,ASKINO,30/06/2005,07/04/2020,null,RS,56.1102777,56.5736111,206.5
37514199999,ASPINDZA,19/08/1996,04/10/1996,null,GG,41.5666666,43.25,983
36897099999,ASSI,25/01/1958,07/04/2020,null,KZ,43.317,78.25,2216
35188099999,ASTANA INTL,15/01/1934,07/04/2020,null,KZ,51.022222,71.466944,355.09
34880099999,ASTRAHAN',31/12/1936,31/03/2020,null,RS,46.2833333,47.9833333,-21.6
35394299999,ASTRAKHAN,10/05/2004,07/04/2020,null,RS,46.283333,48.006278,-20.11
35582099999,ATASU,04/01/1959,31/03/1998,null,KZ,48.7,71.633,488
35078099999,ATBASAR,04/01/1948,07/04/2020,null,KZ,51.8166666,68.3666666,304
34069099999,ATKARSK,01/01/1959,18/11/1979,null,RS,51.8666666,45.0333333,206
38141199999,ATYRAU,06/07/2004,07/04/2020,null,KZ,47.121944,51.821389,-21.94
35700099999,ATYRAU,30/04/1935,07/04/2020,null,KZ,47.1166666,51.9166666,-22
36744099999,AUL,02/07/1957,07/10/1998,null,KZ,45.633,75.117,353
38334099999,AUL TURARA RYSKULOVA,04/01/1959,07/04/2020,null,KZ,42.4833333,70.3,808
28908099999,AVANGARD ZERNOSOVHOZ,26/08/1974,07/04/2020,null,RS,52.6166666,51.2833333,88
35739099999,AYAK-KUM,02/02/1958,02/10/1998,null,KZ,46.717,59.167,114
36819099999,AYDARLI,02/01/1959,07/04/2020,null,KZ,44.133,75.85,499
37169099999,BABAYURT,04/01/1959,18/09/1991,null,RS,43.6,46.783,-3
29827099999,BAEVO,21/08/1955,07/04/2020,null,RS,53.2666666,80.7666666,122
36736099999,BAHTY,01/02/1948,07/04/2020,null,KZ,46.65,82.75,441
51633099999,BAICHENG/BAY,11/11/1962,13/05/1997,null,CH,41.767,81.867,1280
38202199999,BAIKADAM,19/06/2018,07/04/2020,null,KZ,43.8,69.9,336
38202199999,BAIKADAM,19/06/2018,07/04/2020,null,KZ,43.8,69.9,336
36126099999,BAJANAUL,23/01/1958,07/04/2020,null,KZ,50.8,75.7,504
38317099999,BAJRKUM,02/01/1959,31/12/1981,null,KZ,42.067,68.117,238
28615099999,BAKALY,06/01/1959,11/07/2013,null,RS,55.1833333,53.8,125
36821099999,BAKANAS,21/01/1959,07/04/2020,null,KZ,44.8333333,76.2666666,396
29328099999,BAKCHAR,28/01/1948,07/04/2020,null,RS,57,82.0666666,110
37492099999,BAKHMARO,01/01/1959,07/04/2020,null,GG,41.85,42.3166666,1924
37524099999,BAKURIANI,06/02/1960,28/09/1991,null,GG,41.717,43.517,1665
34085099999,BALAKOVO,25/10/1974,18/11/1979,null,RS,52.033,47.75,30
28642099999,BALANDINO,02/01/1933,07/04/2020,null,RS,55.305836,61.503333,234.39
34152099999,BALASHOV,02/09/1949,07/04/2020,null,RS,51.55,43.15,159
51467099999,BALGUNTAY,06/02/1962,07/04/2020,null,CH,42.6666666,86.3333333,1753
35796099999,BALHASH,03/11/1948,07/04/2020,null,KZ,46.8,75.0833333,350
28978099999,BALKASINO,04/01/1959,07/04/2020,null,KZ,52.5333333,68.75,398
29612099999,BARABINSK,01/03/1933,07/04/2020,null,RS,55.3333333,78.3083333,120
28421099999,BARDA,30/08/1974,11/01/1992,null,RS,56.917,55.6,133
37832099999,BARDA,12/03/1988,28/08/2017,null,AJ,40.3666666,47.1166666,69
29838099999,BARNAUL,05/02/1933,07/04/2020,null,RS,53.363775,83.538533,255.11
35941099999,BARSAKELMES ISLAND,16/12/1960,26/02/1996,null,KZ,45.683,59.917,80
36498099999,BARSHATAS,02/01/1959,07/04/2020,null,KZ,48.1666666,78.4166666,643
35357099999,BARSHINO,01/12/2008,07/04/2020,null,KZ,49.6833333,69.5166666,349
29548099999,BARZAS,10/07/1955,07/12/1990,null,RS,55.717,86.3,208
51542099999,BAYANBULAK,07/03/1962,07/04/2020,null,CH,43.0333333,84.15,2459
29843099999,BAYDAYEVKA,01/05/1935,29/06/1955,null,RS,53.767,87.233,213
38202099999,BAYKADAM,26/01/1959,03/04/1960,null,KZ,43.75,69.917,
38318099999,BAYYRKUM,01/07/2014,07/04/2020,null,KZ,42.1,68.1166666,184
37075099999,BAZHIGAN,10/04/1960,05/04/1962,null,RS,44.55,45.683,16
27607099999,BEGISHEVO,10/08/2004,07/04/2020,null,RS,55.564686,52.092511,195.98
35927099999,BEJNEU,08/01/1959,07/04/2020,null,KZ,45.25,55.083,74
35699099999,BEKTAUATA,02/12/1953,07/04/2020,null,KZ,47.45,74.8166666,620
36453099999,BELESI,02/01/1989,02/08/1989,null,RS,49.7,87.433,1524
38037099999,BELEULI,12/01/1961,11/02/1974,null,UZ,44.533,56.767,122
27955099999,BELINSKIY,21/08/1974,07/04/2020,null,RS,52.9666666,43.4,205.66
35125099999,BELJAEVKA,05/09/1974,27/10/1979,null,RS,51.4166666,56.4166666,131
36046099999,BELOKURIHA,02/01/1937,11/01/1958,null,RS,51.967,84.95,260
28831099999,BELORECK,17/02/1953,10/01/1993,null,RS,53.9666666,58.35,568.12
29745099999,BELOVO,07/07/1955,07/12/1990,null,RS,54.45,86.3666666,226
35535099999,BERCOGUR,31/01/1948,29/06/1959,null,KZ,48.467,58.583,404
37713099999,BERD,08/03/1975,05/08/1977,null,AM,40.9166666,45.4666666,697
28636099999,BERDYAUSH,14/09/1974,29/05/1988,null,RS,55.15,59.117,378
28574099999,BERDYUZHYE,01/01/1973,08/09/1988,null,RS,55.8,68.317,129
35376099999,BERLIK,08/03/1953,27/03/2008,null,KZ,49.8833333,69.5166666,349
35092099999,BESTOBE,01/07/2014,07/04/2020,null,KZ,52.5,73.1,168
35884099999,BETPAK-DALA STEPPE,29/01/1958,11/06/1997,null,KZ,46,70,325
27888099999,BEZVODOVKA,23/01/1959,18/11/1979,null,RS,53.5,47.95,263
28901099999,BEZYMYANKA,01/01/1937,30/12/1937,null,RS,53.233,50.167,136
29939099999,BIJSK ZONAL'NAYA,01/03/1933,07/04/2020,null,RS,52.6666666,84.9166666,225
28621099999,BIRSK,25/04/1959,07/04/2020,null,RS,55.4166666,55.5333333,186
35459099999,BISARY,06/03/1963,13/04/1996,null,KZ,48.817,64.617,122
28432099999,BISERT,29/08/1974,10/01/1993,null,RS,56.867,59.067,303
38353099999,BISHKEK,25/01/1948,07/04/2020,null,KG,42.85,74.5333333,760
34958099999,BLAGODARNYJ,14/01/1973,31/03/2020,null,RS,45.1,43.45,162
28766099999,BLAGOVESHCHENKA,01/02/1948,07/04/2020,null,KZ,54.3666666,66.9666666,151
38338099999,BLINKOVO,30/09/1973,07/04/2020,null,KZ,42.233,70.117,1122
28443099999,BOGDANOVICH,21/08/1974,27/10/1990,null,RS,56.783,62.067,159
29553099999,BOGOTOL,17/02/1946,07/04/2020,null,RS,56.2166666,89.55,290
51077099999,BOGUS CHINESE,15/06/1957,29/09/1957,null,CH,47.167,88.367,-999
37420099999,BOGUS SOVIET,02/01/1959,22/05/1991,null,GG,42.05,44.15,
35001099999,BOL'SAJA GLUSCICA,28/04/1975,07/04/2020,null,RS,52.3833333,50.4666666,64
28593099999,BOL'SHERECH'E,20/02/1948,31/03/2020,null,RS,56.1,74.6333333,77
28491099999,BOL'SIE UKI,03/01/1955,31/03/2020,null,RS,56.9333333,72.6666666,87
51330099999,BOLE/BORTALA,28/03/1962,13/05/1997,null,CH,44.917,82.067,1366
37621099999,BOLNISI,01/01/1959,07/04/2020,null,GG,41.45,44.55,534
29539099999,BOLOTNOE,23/02/1953,31/12/1994,null,RS,55.6666666,84.4,193
36948099999,BOLSAJA KZYL,21/02/1961,27/05/1997,null,KG,42.2,78.2,1719
28545099999,BOLSHAY KUYASH,30/07/1985,05/06/1987,null,RS,55.833,61.1,229
27683099999,BOLSHIYE KAYBITSY,21/08/1974,18/11/1979,null,RS,55.417,48.25,127
28309099999,BOLSHOY KIYAIK,27/03/1959,04/12/1960,null,RS,57.05,52.65,185
35706099999,BOLSHOY PESHNO ISL,04/06/1981,29/06/1981,null,KZ,46.767,51.783,-23
28225099999,BOLSHOYE SAVINO,01/01/1933,07/04/2020,null,RS,57.914517,56.021214,123.13
36392099999,BORODINE,17/05/2018,07/04/2020,null,KZ,49.967,81.467,371
28844099999,BORODINOVSKIY,21/08/1974,14/09/1987,null,RS,53.533,60.767,280
37515099999,BORZOMI,03/01/1937,29/09/1991,null,GG,41.833,43.383,794
35192099999,BOSTAL,06/03/1953,18/05/1958,null,KZ,51.533,73.817,
35192199999,BOSTAL,06/03/1953,31/12/1956,null,KZ,51.517,73.833,326
37367099999,BOTLIH,01/12/1960,31/10/1970,null,RS,42.6833333,46.2,980
35467099999,BRALI,18/08/1973,31/12/1981,null,KZ,48.9,65.533,223
35041099999,BREDY,29/09/1974,01/01/1993,null,RS,52.4333333,60.35,310
28549099999,BRODOKALMAK,29/08/1974,15/11/1991,null,RS,55.583,62.067,158
37061099999,BUDENNOVSK,17/04/1948,31/03/2020,null,RS,44.7833333,44.1333333,136
28711099999,BUGUL'MA,05/03/1948,02/04/2020,null,RS,54.6166666,52.8,303
38313099999,BUGUN,01/07/2014,07/04/2020,null,KZ,43.7166667,69,405
28806099999,BUGURUSLAN,04/01/1937,07/04/2020,null,RS,53.6166666,52.45,92
37471099999,BUJNAKSK,01/12/1960,16/07/1991,null,RS,42.8166666,47.1166666,473
36410099999,BUKHTARMA SE,10/01/1959,25/12/1960,null,KZ,49.6,83.55,387
28687099999,BULAJEVO,05/01/1959,07/04/2020,null,KZ,54.9,70.45,134
36569099999,BURAN,04/09/1974,26/12/1981,null,KZ,48.067,85.25,412
35213099999,BURANNOYE,02/01/1959,27/10/1979,null,RS,50.967,54.467,97
35998099999,BURIBAYTAL SOUTHEAST,10/02/1948,30/06/1955,null,KZ,45.05,74.033,347
36714199999,BURLYU-TOBE,04/01/1937,04/05/1954,null,KZ,46.583,79.1,342
36714099999,BURLYU-TYUBE /BURLIU-TOBE,04/01/1937,04/05/1954,null,KZ,46.583,79.1,351.1
28713099999,BUZDYAK,29/08/1974,06/02/1991,null,RS,54.567,54.517,171
28909099999,BUZULUK,19/02/1953,25/07/2018,null,RS,52.8166666,52.2166666,80
38162099999,CABANKAZGAN,12/03/1973,10/09/1994,null,KZ,43.6,61.933,64
38207099999,CAJAN,04/01/1959,07/04/2020,null,KZ,43.033,69.367,365
38143099999,CAPE TIGROVIY,04/01/1961,17/09/1980,null,UZ,43.933,58.733,220
36394099999,CARSKAJA,18/06/1953,07/04/2020,null,KZ,49.583,81.05,334
38471099999,CATKAL RIVER,29/12/1960,19/08/1991,null,KG,41.9,71.35,1937
27581099999,CEBOKSARY,09/01/1959,31/03/1977,null,RS,56.0833333,47.3333333,163
35633099999,CELKAR,01/01/1937,23/01/1995,null,KZ,47.85,59.617,176
28705099999,CELNO-VERSINY,08/10/1974,07/04/2020,null,RS,54.4166666,51.1,158
36058099999,CEMAL,23/02/1953,07/04/2020,null,RS,51.4333333,86,420
29654099999,CENTRAL'NYJ RUDNIK,06/07/1955,07/04/2020,null,RS,55.2166666,87.65,495
28799099999,CERLAK,02/02/1948,07/04/2020,null,RS,54.1666666,74.8,115
28428099999,CERNUSKA,06/01/1959,14/06/2018,null,RS,56.5,56.1333333,148
34578099999,CERNYJ JAR,31/07/2012,31/03/2020,null,RS,48.0666666,46.1166666,5
28426099999,CHAD-IN-PERM,06/01/1959,06/01/1959,null,RS,56.517,57.267,319
29602099999,CHANY,09/07/1955,07/04/2020,null,RS,55.3,76.75,111
35302099999,CHAPAEVO,01/01/1959,07/04/2020,null,KZ,50.2,51.1666666,17
27962299999,CHEBOKSARY,25/08/2008,07/04/2020,null,RS,56.090269,47.34725,170.07
28645099999,CHELYABINSK-GOROD,31/01/1948,03/04/2020,null,RS,55.15,61.3,237
38262099999,CHIMBAJ,04/07/1936,07/04/2020,null,UZ,42.95,59.8166666,66
37416099999,CHINVALY,01/01/1959,03/01/1991,null,GG,42.2333333,43.9833333,871
35937099999,CHIYLA BULAK WEST,04/01/1961,15/12/1963,null,UZ,45.083,58.067,157
28884199999,CHKALOVO,18/07/2018,07/04/2020,null,KZ,53.6,70.5,164.9
28884199999,CHKALOVO,18/07/2018,07/04/2020,null,KZ,53.6,70.5,164.9
38223099999,CHOKPAR,17/05/2018,07/04/2020,null,KZ,43.833,74.4,768
51526099999,CHUGIRTY,28/03/1962,09/05/1997,null,CH,42.8,80.85,2042
35997099999,CIGANAK,02/01/1959,16/11/1997,null,KZ,45.1,73.967,349
36891099999,CILIK,05/01/1981,07/04/2020,null,KZ,43.583,78.2,600
35118099999,CINGIRLAU,02/01/1959,07/04/2020,null,KZ,51.033,54.1,105
38049099999,CIRIK-RABAT,10/02/1948,07/04/2020,null,KZ,44.0666667,62.9,88
29702099999,CISTOOZERNOJE,01/01/1969,07/12/1990,null,RS,54.717,76.717,111
28601099999,CISTOPOL',06/01/1959,06/12/1991,null,RS,55.3166666,50.6166666,179
37569099999,CNORI,01/01/1959,28/12/1977,null,GG,41.583,45.983,294
37577099999,CNORIS,09/04/1976,06/12/1991,null,GG,41.6,46.05,291
36934099999,COLPON-ATA,16/01/1973,08/10/1998,null,KG,42.65,77.1,1645
38201099999,CULAKKURGAN,05/01/1969,07/04/2020,null,KZ,43.8,69.2,481
28704099999,CULPANOVO,08/01/1959,07/04/2020,null,RS,54.5,50.4166666,78
37386099999,CULUKIDZE,01/01/1959,29/09/1991,null,GG,42.3,42.417,114
29625099999,CULYM,01/03/1953,25/07/2018,null,RS,55.1,80.9666666,140
37578099999,DANACHY,21/10/1986,18/09/1991,null,AJ,41.55,46.417,213
34267099999,DANILOVKA,26/07/1961,31/03/2020,null,RS,50.3666666,44.1166666,102
36983099999,DARHAN,03/02/1961,28/09/1998,null,KG,42.317,77.9,1700
28312099999,DEBESSI-IN-UDMURT,17/11/1960,29/11/1963,null,RS,57.65,53.817,192
37651099999,DEDOPLISTSKARO,01/01/1959,29/10/2014,null,GG,41.4666666,46.0833333,801
37470099999,DERBENT,01/01/1959,31/03/2020,null,RS,42.0666666,48.3,-18
35167099999,DERZHAVINSK,01/07/2014,06/04/2020,null,KZ,51.0833333,66.3,243
35822099999,DGUKARA,14/01/1959,31/12/1981,null,KZ,46.567,55.867,28
37706099999,DILIJAN,01/12/1960,13/08/1977,null,AM,40.75,44.8666666,1255
27799099999,DIMITROVGRAD,12/04/1975,07/04/2020,null,RS,54.2333333,49.6,73
34858099999,DIVNOE,01/01/1936,07/04/2020,null,RS,45.916667,43.35,87
51463599999,DIWOPU,09/02/1985,07/04/2020,null,CH,43.907106,87.474244,647.7
36963099999,DOLON PASS,16/01/1973,07/10/1998,null,KG,41.8,75.767,3040
35233099999,DOMBAROVSKI,21/08/1974,18/11/1979,null,RS,50.783,59.567,287
34785099999,DOSANG,01/01/1959,31/03/2020,null,RS,46.9166666,47.9333333,-19
36806099999,DRUZBA,04/01/1959,07/04/2020,null,KZ,45.3,82.483,394
28433099999,DRUZININO,19/03/1962,28/06/1987,null,RS,56.8,59.533,345
28413099999,DUBROVA,21/08/1974,15/11/1991,null,RS,57,54.55,76
38019099999,DUKEN,02/01/1959,25/06/1993,null,KZ,44.317,54.6,143
37437099999,DUSETI,01/01/1959,29/09/1991,null,GG,42.0833333,44.7,902
28537099999,DUVAN,28/04/1953,11/07/2013,null,RS,55.7,57.9,338
28613099999,DYURTYULI,01/08/1985,27/12/1992,null,RS,55.483,54.867,155
34394099999,DZHAMBALA SOUTH,19/05/2018,07/04/2020,null,KZ,49.783,48.533,13
35217099999,DZHAMBEJTY,31/01/1948,07/04/2020,null,KZ,50.25,52.5666666,32
35404099999,DZHANGALA,01/10/1988,31/03/1998,null,KZ,49.217,50.3,7
35045099999,DZHETYGARA,28/01/1948,02/09/1960,null,KZ,52.183,61.233,263
35436099999,DZHURUN,04/01/1959,13/03/1961,null,KZ,49.233,57.667,234
36341099999,EGINDYBULAK,01/07/2014,07/04/2020,null,KZ,49.7833333,76.3833333,776
28445099999,EKATERINBURG (VERHNEE DUBROVO),03/12/1989,12/01/1992,null,RS,56.7333333,61.0666666,290
36001099999,EKIBASTUZ,04/01/1959,28/03/1998,null,KZ,51.7,75.367,234
34476099999,EL'TON,02/02/1960,31/03/2020,null,RS,49.1333333,46.85,6
28506099999,ELABUGA,08/08/1949,26/03/2020,null,RS,55.7666666,52.0666666,91
34253099999,ELAN',31/07/2012,31/03/2020,null,RS,50.95,43.7333333,132
34861099999,ELISTA,03/01/1959,07/04/2020,null,RS,46.3666666,44.3333333,152.7
35437099999,EMBA,03/02/1934,07/04/2020,null,KZ,48.817,58.217,230
34186099999,ERSHOV,01/07/1957,07/04/2020,null,RS,51.3666666,48.3,111
29807099999,ERTIS,01/01/1948,07/04/2020,null,KZ,53.35,75.45,94
35067099999,ESIL',17/02/1953,07/04/2020,null,KZ,51.8833333,66.3333333,221
37747099999,EVLAKH AIRPORT,01/01/1959,07/04/2020,null,AJ,40.6166666,47.15,15
37791099999,FANTAN,07/01/1973,18/09/1991,null,AM,40.4,44.6833333,1800
28767099999,FEDOROVKA,17/07/1963,24/10/1963,null,KZ,54.217,65.5,166
28836099999,FERSHAMPENUAZ,14/09/1974,13/09/1987,null,RS,53.517,59.8,350
38231099999,FETISOVO,01/01/1959,12/12/1963,null,KZ,42.733,52.65,-24
34356099999,FROLOVO,15/10/1961,31/03/2020,null,RS,49.8,43.6666666,119
51068099999,FUHAI/BURULTOKAY,03/04/1962,09/05/1997,null,CH,47.1,87.383,472
51365099999,FUKANG,28/03/1962,13/05/1997,null,CH,44.15,87.983,549
38099099999,FURMANOVO,09/05/1962,07/04/2020,null,KZ,44.283,72.95,350
51087099999,FUYUN,20/08/1956,07/04/2020,null,CH,46.9833333,89.5166666,827
28854099999,FYODOROV SOVKHOZ,04/01/1959,18/12/1962,null,KZ,53.75,63.167,184
37835599999,GABALA,24/02/2012,07/04/2020,null,AJ,40.8166666,47.7333333,338
37729099999,GADABAY,13/04/1973,28/08/2017,null,AJ,40.6833333,45.8166666,1476
34171099999,GAGARIN,31/03/2011,07/04/2020,null,RS,51.712631,46.171233,31.39
34171099999,GAGARIN,31/03/2011,07/04/2020,null,RS,51.712631,46.171233,31.39
37735099999,GANDJA,08/01/1936,07/04/2020,null,AJ,40.7166666,46.4166666,309
34798099999,GANJUSHKINO,02/01/1959,07/04/2020,null,KZ,46.6,49.2666666,-23
37632099999,GARDABANI,01/01/1959,28/09/1991,null,GG,41.45,45.1,303
37801099999,GAVAR,01/01/1959,07/04/2020,null,AM,40.35,45.1333333,1962
37058099999,GEORGIEVSK,01/01/1959,02/04/2020,null,RS,44.15,43.4666666,302
28948099999,GEORGIYEVKA,08/03/1973,07/04/2020,null,KZ,52.717,61.167,260
29558099999,GGP KATEK,28/03/2012,07/04/2020,null,RS,55.5333333,89.2,318.82
34559099999,GNILO-AKSAYSKAYA,27/02/1962,27/02/1962,null,RS,48.033,43.867,156
28993099999,GOLUBOVKA,10/09/1974,07/04/2020,null,KZ,53.15,74.2,126
28478099999,GOLYSMANOVO,09/01/1989,27/12/1994,null,RS,56.383,68.383,122
27553099999,GOR'KIJ,31/12/1936,01/08/1994,null,RS,56.217,43.817,82
37531099999,GORI,01/01/1959,07/04/2020,null,GG,41.9833333,44.1166666,609
34368099999,GORNIY BALIKLEY,02/01/1973,08/09/1981,null,RS,49.55,45.083,43
37749099999,GOYCHAY,01/01/1959,07/04/2020,null,AJ,40.65,47.75,95
37235099999,GROZNYJ,12/07/1949,21/03/2020,null,RS,43.25,45.7166666,163
37675099999,GUBA,01/01/1959,07/04/2020,null,AJ,41.3666666,48.5166666,552
37244099999,GUDERMES,31/07/2012,21/03/2020,null,RS,43.35,46.1166666,75
34560099999,GUMRAK,01/01/1937,07/04/2020,null,RS,48.782528,44.345544,146.91
37686099999,GUMRI,02/08/1949,11/03/1990,null,AM,40.7833333,43.8333333,1512
37463099999,GUNIB,02/01/1959,29/03/2020,null,RS,42.4,46.9666666,1399
37566099999,GURDZHAANI,01/01/1959,26/09/1991,null,GG,41.75,45.8,410
37863099999,GYANDZHA,03/08/2004,07/04/2020,null,AJ,40.733,46.4,330
37863099999,GYANDZHA,03/08/2004,07/04/2020,null,AJ,40.733,46.4,330
29816099999,HABARY,06/07/1955,20/01/1958,null,RS,53.6166666,79.55,138
37248099999,HASAVJURT,01/01/1959,30/05/1994,null,RS,43.25,46.5833333,117
51156099999,HOBOKSAR,22/08/1956,07/04/2020,null,CH,46.8166666,85.75,1323.2
37792099999,HRAZDAN,01/01/1959,07/04/2020,null,AM,40.4833333,44.75,1761
34083099999,HVALYNSK,29/11/1963,07/04/2020,null,RS,52.5,48.0833333,88
37711099999,IDJEVAN,13/12/1960,07/04/2020,null,AM,40.8666666,45.15,733
17100099999,IGDIR,07/07/1963,07/04/2020,null,TU,39.9166666,44.05,858
17100199999,IGDIR AIRPORT,16/07/2012,07/04/2020,null,TU,39.9833333,43.8666666,946
34868099999,IKI-BURUL,26/09/2012,31/03/2020,null,RS,45.8,44.6333333,112.99
35112099999,ILEK,12/11/1962,27/10/1979,null,RS,51.533,53.45,64
28673099999,ILINSKOYE-IN-TYUMEN,01/01/1969,31/08/1988,null,RS,55.45,69.317,92
36837099999,ILIYSK,01/01/1981,07/04/2020,null,KZ,44.017,77.133,710
36883099999,ILIYSKY,01/07/2014,07/04/2020,null,KZ,43.4833333,76.9833333,614
34461099999,ILOVLJA,16/01/1973,31/03/2020,null,RS,49.3,44,44.37
35847099999,IMENI SHAVCHEMKO,14/07/1973,30/06/1988,null,KZ,45.983,61.067,60
51430099999,INING,20/08/1956,10/08/1958,null,CH,43.917,81.283,670
27861099999,INSAR,03/11/1961,03/11/1961,null,RS,53.867,44.367,165
27872099999,INZA,03/07/1957,07/04/2020,null,RS,53.85,46.4166666,175.38
28351099999,IRBIT,21/08/1974,24/10/1991,null,RS,57.683,63.05,76
35542099999,IRGIZ,04/01/1933,19/01/1995,null,KZ,48.617,61.267,114
35132099999,IRIKLINSKI,21/08/1974,27/10/1979,null,RS,51.667,58.65,268
35701099999,ISATAI,01/07/2014,07/04/2020,null,KZ,47.2166666,50.9833333,-27
28573099999,ISHIM,06/02/1948,07/04/2020,null,RS,56.1,69.4333333,82
28688099999,ISIL'KUL',02/02/1948,15/04/2018,null,RS,54.9,71.25,125
34989099999,ISKUSSTVENNYJ OSTRO,09/02/1960,31/12/1963,null,RS,45.383,47.783,-25
36885099999,ISSYK,04/01/1959,07/04/2020,null,KZ,43.35,77.467,1098
37473099999,IZBERG,01/01/1959,22/05/1995,null,RS,42.5333333,47.9166666,-21
28411099999,IZHEVSK,01/07/1957,07/04/2020,null,RS,56.8333333,53.45,159
29542099999,JAJA,28/01/1948,10/01/1953,null,RS,56.2,86.433,139
28465099999,JALTUROVOSK,22/02/1953,07/04/2020,null,RS,56.6833333,66.35,61
28419099999,JANAUL,31/01/1948,29/06/2005,null,RS,56.2833333,54.9666666,99.4
34473199999,JANIBEK,26/06/2018,07/04/2020,null,KZ,49.4,46.8,28
34473199999,JANIBEK,26/06/2018,07/04/2020,null,KZ,49.4,46.8,28
28366099999,JARKOVO,16/02/1953,07/04/2020,null,RS,57.4166666,67.0833333,52.09
38141099999,JASLYK,09/08/1974,07/04/2020,null,UZ,43.8833333,57.8833333,127
28775199999,JAVLENKA,19/06/2018,07/04/2020,null,KZ,54.4,68.4,115
28775199999,JAVLENKA,19/06/2018,07/04/2020,null,KZ,54.4,68.4,115
38117099999,JERALIJEV,18/02/1953,24/06/1960,null,KZ,43.2,51.717,-21
35191099999,JERMENTAU,17/01/1959,30/03/1998,null,KZ,51.633,73.167,397
28927099999,JERMOLAJEVO,21/08/1974,10/01/1993,null,RS,52.717,55.8,247
35777099999,JETI-KONUR,26/01/1958,02/10/1998,null,KZ,46.583,68.617,276
35045199999,JETIGARA,28/01/1948,21/12/1956,null,KZ,52.183,61.233,288
51334099999,JINGHE,20/08/1956,07/04/2020,null,CH,44.5666666,82.8166666,330.2
27485099999,JOSHKAR-OLA,10/01/1959,07/04/2020,null,RS,56.6333333,47.7666666,106
28745099999,JUZNO-URALSK,27/04/1975,15/11/1991,null,RS,54.45,61.25,217
51053099999,KABA HE,06/02/1962,07/04/2020,null,CH,48.05,86.35,534
27987099999,KADYSHEVKA,11/09/1962,26/09/1962,null,RS,52.683,47.167,167
36358099999,KAJNAR,25/01/1958,02/10/1998,null,KZ,49.2,77.367,842
28696099999,KALACINSK,21/02/1953,29/06/2018,null,RS,55.0333333,74.5833333,110
28939099999,KALININSK,27/01/1959,16/01/1993,null,RS,52.5,59.7,381
34164099999,KALININSK,21/08/1974,18/11/1979,null,RS,51.5,44.5,229
35107099999,KAMEMKA,13/02/1959,07/04/2020,null,KZ,51.117,50.317,72
29822099999,KAMEN'-NA-OBI,08/02/1946,25/07/2018,null,RS,53.8166666,81.2666666,129
28449099999,KAMENSK-URALSKIJ,08/04/1953,12/01/1992,null,RS,56.4333333,61.8666666,171
28581099999,KAMJSENKA,01/01/1989,31/12/1994,null,RS,56.15,70.65,122
38082099999,KAMKALY,04/01/1959,31/12/1981,null,KZ,44.75,70,207
34363099999,KAMYSIN,18/02/1953,31/03/2020,null,RS,50.0666666,45.3666666,119
28451099999,KAMYSLOV,31/01/1948,14/06/2018,null,RS,56.85,62.7166666,127
27981099999,KANADEY,29/02/2012,07/04/2020,null,RS,53.15,47.5166666,98.88
27587099999,KANAS,27/03/1959,29/11/1963,null,RS,55.5166666,47.4666666,183
36881099999,KAPCAGAJ,04/01/1959,12/03/1980,null,KZ,43.883,77.067,456
34571099999,KAPUSTIN JAR,01/01/1959,06/08/1973,null,RS,48.6,45.75,7
36513099999,KARA-JOL,05/08/1959,16/10/1963,null,KZ,48.717,80.9,872
35756099999,KARA-KUM,02/02/1958,19/01/1991,null,KZ,46.883,64.667,79
35514099999,KARABAU,04/01/1959,20/12/1994,null,KZ,48.45,52.917,0
34072099999,KARABULAK,15/10/1962,07/04/2020,null,RS,52.3333333,46.3666666,302
35344099999,KARABUTAK,11/01/1959,07/04/2020,null,KZ,49.95,60.133,229
35394099999,KARAGANDA,01/01/1948,07/04/2020,null,KZ,49.670833,73.334444,537.97
28526099999,KARAIDELSKI,05/01/1959,10/01/1993,null,RS,55.817,57.083,200
38051099999,KARAK,14/01/1959,07/04/2020,null,KZ,44.883,63.167,92
38023099999,KARAKAPALKIJA,10/09/1959,27/03/1998,null,UZ,44.85,56.3333333,126
36985099999,KARAKOLKA,29/01/1973,07/10/1998,null,KG,41.483,77.4,3080
51243099999,KARAMAY,08/03/1962,07/04/2020,null,CH,45.6166666,84.85,428
36871099999,KARASAYSKY,01/07/2014,07/04/2020,null,KZ,43.1833333,76.75,810
29814099999,KARASUK,21/02/1953,07/04/2020,null,RS,53.7333333,78.0166666,115
28967099999,KARASUL,01/01/1959,31/03/1962,null,KZ,52.667,65.5,209
36777099999,KARATAL E,01/01/1959,07/04/2020,null,KZ,45.333,78.017,443
35315099999,KARATYUBINSKIY,23/09/1960,07/04/2020,null,KZ,49.517,53.517,80
36501099999,KARAUL,05/01/1969,07/04/2020,null,KZ,49,79.3333333,618
35522099999,KARAUL KEL'DY,26/02/1953,07/04/2020,null,KZ,48.733,56.033,186
